treatment,zip5,unique_key,age,channel_cd,state,canc_month,resp,conv,region,division,cancel_reason_bucket,annual_premium_select,driver_cnt_select,vehicle_cnt_select,polk_flag,pif_own_rent_cd,internet_sale_ind,pif_risk_lvl
HO,78738,1207,41,DM,TX,22,0,0,South,West_South_Central,Sold car/Inoperable/Not running (Y),730,2,1,1,O,N,B
HO,77396,1208,57,DM,TX,23,0,0,South,West_South_Central,Non-Payment,837,2,2,1,T,Y,B
HO,99207,1209,24,DM,WA,10,0,0,West,Pacific,Rate dissatisfaction (Y),1077,1,1,1,,,
HO,77530,1210,53,DM,TX,4,0,0,South,West_South_Central,Non-Payment,2043,6,3,1,O,Y,C
HO,37323,1211,,DM,TN,13,0,0,South,East_South_Central,Non-Payment,1607,1,1,1,R,N,C
HO,37043,1212,,DM,TN,8,0,0,South,East_South_Central,Other Company (Y),970,1,1,1,O,Y,B
HO,98258,1213,27,DM,WA,4,0,0,West,Pacific,Others,1670,2,2,1,T,Y,B
HO,77611,1214,,DM,TX,12,0,0,South,West_South_Central,Other Company (Y),913,2,2,1,T,N,B
HO,23860,1215,45,DM_EM,VA,12,0,0,South,South_Atlantic,Others,,,,1,T,N,D
HO,3103,1216,30,DM,NH,6,0,0,Northeast,New_England,Non-Payment,,,,1,T,Y,C
HO,33315,1217,46,DM_EM,FL,7,0,0,South,South_Atlantic,Non-Payment,428,2,1,0,O,Y,B
HO,65806,1218,41,DM_EM,MO,14,0,0,Midwest,West_North_Central,Other Company (Y),1060,1,1,1,T,N,D
HO,44120,1219,,DM,OH,7,0,0,Midwest,East_North_Central,Non-Payment,1840,1,1,1,T,Y,C
HO,91304,1220,62,DM,CA,22,0,0,West,Pacific,Other Company (Y),880,1,1,1,O,N,B
HO,46818,1221,38,DM,IN,5,0,0,Midwest,East_North_Central,Non-Payment,931,3,2,1,O,N,B
HO,94103,1222,,DM_EM,CA,12,0,0,West,Pacific,Other Company (Y),264,1,1,1,T,Y,B
HO,61109,1223,29,DM,IL,5,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),643,1,1,1,T,Y,C
HO,33566,1224,22,DM,FL,8,0,0,South,South_Atlantic,Non-Payment,2199,1,1,1,T,Y,D
HO,11550,1225,41,DM,NY,19,0,0,Northeast,Middle_Atlantic,Other Company (Y),3045,2,3,1,T,Y,B
HO,92345,1226,40,DM,CA,16,0,0,West,Pacific,Other Company (Y),247,1,1,1,T,Y,B
HO,30680,1227,29,DM_EM,GA,20,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1151,1,1,1,O,N,B
HO,98270,1228,,DM,WA,16,0,0,West,Pacific,Non-Payment,3758,2,1,1,,N,D
HO,28716,1229,63,DM,NC,6,0,0,South,South_Atlantic,No reason given (Y),746,2,1,1,,,
HO,20708,1230,46,DM,MD,17,0,0,South,South_Atlantic,Non-Payment,2284,1,1,1,T,Y,C
HO,77082,1231,26,DM,TX,24,0,0,South,West_South_Central,Rate dissatisfaction (Y),1282,1,1,1,,,
HO,77437,1232,41,DM,TX,20,0,0,South,West_South_Central,Other Company (Y),723,1,1,1,,,
HO,60016,1233,70,DM_EM,IL,23,0,0,Midwest,East_North_Central,No reason given (Y),395,3,2,1,O,Y,B
HO,1301,1234,88,DM,MA,8,0,0,Northeast,New_England,Sold car/Inoperable/Not running (Y),471,3,1,1,O,N,B
HO,8057,1235,40,DM_EM,NJ,18,0,0,Northeast,Middle_Atlantic,Non-Payment,2159,2,2,1,,,
HO,75090,1236,32,DM,TX,6,0,0,South,West_South_Central,Other Company (Y),,,,1,T,Y,B
HO,8825,1237,62,DM,NJ,13,0,0,Northeast,Middle_Atlantic,Other Company (Y),1213,1,1,1,T,N,D
HO,92505,1238,24,DM_EM,CA,7,0,0,West,Pacific,Non-Payment,1047,2,3,0,T,N,B
HO,70706,1239,,DM,LA,22,0,0,South,West_South_Central,Other Company (Y),1641,3,1,1,R,N,B
HO,33606,1240,,DM,FL,4,0,0,South,South_Atlantic,Rate dissatisfaction (Y),2559,1,1,1,T,N,C
HO,78753,1241,,DM_EM,TX,12,0,0,South,West_South_Central,Other Company (Y),1118,1,1,1,T,N,C
HO,97217,1242,32,DM_EM,OR,14,0,0,West,Pacific,Other Company (Y),3783,1,1,1,T,N,D
HO,74033,1243,35,DM,OK,8,0,0,South,West_South_Central,Non-Payment,1020,2,3,1,T,Y,B
HO,44202,1244,62,DM,OH,21,0,0,Midwest,East_North_Central,Other Company (Y),372,2,1,1,O,N,C
HO,46131,1245,73,DM,IN,10,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),466,1,1,1,O,N,B
HO,62959,1246,37,DM,IL,8,0,0,Midwest,East_North_Central,Non-Payment,344,1,1,1,T,Y,B
HO,30317,1247,33,DM,GA,8,0,0,South,South_Atlantic,Rate dissatisfaction (Y),806,1,1,1,T,Y,B
HO,11234,1248,,DM_EM,NY,14,0,0,Northeast,Middle_Atlantic,No reason given (Y),3429,2,1,1,,,
HO,70053,1249,,DM,LA,4,0,0,South,West_South_Central,Non-Payment,,,,1,O,Y,B
HO,21076,1250,26,DM,MD,4,0,0,South,South_Atlantic,Rate dissatisfaction (Y),993,2,1,1,O,N,C
HO,83705,1251,32,DM,ID,19,0,0,West,Mountain,Sold car/Inoperable/Not running (Y),722,1,1,1,T,Y,C
HO,46528,1252,27,DM_EM,IN,23,0,0,Midwest,East_North_Central,Non-Payment,532,1,1,1,T,Y,B
HO,78721,1253,47,DM,TX,9,0,0,South,West_South_Central,Other Company (Y),678,1,1,1,T,Y,D
HO,78542,1254,53,DM,TX,19,0,0,South,West_South_Central,Non-Payment,909,1,1,1,O,Y,C
HO,30742,1255,41,DM,GA,5,0,0,South,South_Atlantic,Non-Payment,,,,1,O,Y,B
HO,19079,1256,30,DM_EM,PA,20,0,0,Northeast,Middle_Atlantic,Non-Payment,,,,1,T,Y,D
HO,97213,1257,31,DM,OR,5,0,0,West,Pacific,Non-Payment,821,2,1,1,R,Y,D
HO,80005,1258,,DM,CO,17,0,0,West,Mountain,Other Company (Y),767,1,1,1,T,Y,C
HO,36869,1259,22,DM,AL,19,0,0,South,East_South_Central,Non-Payment,853,1,1,1,T,Y,D
HO,30016,1260,49,DM,GA,5,0,0,South,South_Atlantic,Others,2464,2,3,1,,,
HO,44053,1261,63,DM,OH,8,0,0,Midwest,East_North_Central,Non-Payment,544,1,1,1,T,N,C
HO,29306,1262,34,DM_EM,SC,23,0,0,South,South_Atlantic,Non-Payment,1150,1,1,1,O,Y,B
HO,61603,1263,34,DM,IL,5,0,0,Midwest,East_North_Central,Non-Payment,1176,1,1,1,O,Y,C
HO,45414,1264,38,DM,OH,5,0,0,Midwest,East_North_Central,Sold car/Inoperable/Not running (Y),621,1,1,1,T,Y,C
HO,78239,1265,56,DM_EM,TX,23,0,0,South,West_South_Central,Non-Payment,596,1,1,1,T,Y,C
HO,65807,1266,29,DM,MO,4,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),,,,1,T,Y,C
HO,73160,1267,66,DM_EM,OK,7,0,0,South,West_South_Central,Non-Payment,2061,2,2,1,T,N,B
HO,16410,1268,31,DM_EM,PA,20,0,0,Northeast,Middle_Atlantic,Non-Payment,1089,1,1,1,O,Y,C
HO,34743,1269,,DM,FL,4,0,0,South,South_Atlantic,Non-Payment,750,1,1,0,T,Y,B
HO,13160,1270,58,DM,NY,19,0,0,Northeast,Middle_Atlantic,Other Company (Y),869,2,1,1,O,Y,C
HO,32233,1271,30,DM_EM,FL,14,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1039,1,1,0,O,Y,B
HO,63461,1272,39,DM,MO,22,0,0,Midwest,West_North_Central,Non-Payment,236,1,1,1,O,Y,B
HO,85083,1273,30,DM,AZ,20,0,0,West,Mountain,Non-Payment,697,1,1,1,T,Y,C
HO,8104,1274,35,DM,NJ,16,0,0,Northeast,Middle_Atlantic,Others,1732,1,1,1,T,Y,C
HO,92028,1275,53,DM,CA,23,0,0,West,Pacific,Non-Payment,597,1,1,1,T,Y,B
HO,28227,1276,25,DM_EM,NC,18,0,0,South,South_Atlantic,Non-Payment,326,1,1,1,T,Y,B
HO,21133,1277,,DM,MD,6,0,0,South,South_Atlantic,Non-Payment,,,,1,T,Y,C
HO,95662,1278,30,DM,CA,19,0,0,West,Pacific,Sold car/Inoperable/Not running (Y),954,1,1,1,T,Y,B
HO,94546,1279,42,DM,CA,10,0,0,West,Pacific,Other Company (Y),860,2,1,1,,,
HO,76689,1280,24,DM,TX,8,0,0,South,West_South_Central,Non-Payment,1022,2,3,1,O,Y,B
HO,33024,1281,40,DM,FL,23,0,0,South,South_Atlantic,Other Company (Y),1743,2,2,1,T,Y,C
HO,33180,1282,29,DM,FL,8,0,0,South,South_Atlantic,Other Company (Y),164,1,1,1,T,Y,C
HO,33597,1283,32,DM_EM,FL,11,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),259,1,1,1,T,Y,C
HO,31719,1284,32,DM,GA,13,0,0,South,South_Atlantic,Rate dissatisfaction (Y),2147,3,2,1,O,Y,B
HO,79106,1285,28,DM,TX,19,0,0,South,West_South_Central,Rate dissatisfaction (Y),1054,1,1,1,,,
HO,87121,1286,25,DM,NM,12,0,0,West,Mountain,Other Company (Y),2242,1,3,1,T,N,C
HO,77630,1287,61,DM,TX,5,0,0,South,West_South_Central,Non-Payment,841,1,1,1,T,Y,B
HO,77471,1288,55,DM_EM,TX,7,0,0,South,West_South_Central,Other Company (Y),467,2,1,1,O,Y,B
HO,17257,1289,74,DM_EM,PA,12,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),404,1,1,1,T,N,B
HO,91367,1290,,DM,CA,22,0,0,West,Pacific,Other Company (Y),1300,3,1,1,T,N,D
HO,11752,1291,52,DM,NY,8,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1698,1,2,1,T,N,C
HO,97209,1292,30,DM,OR,16,0,0,West,Pacific,Sold car/Inoperable/Not running (Y),189,1,1,1,T,Y,B
HO,32534,1293,26,DM,FL,13,0,0,South,South_Atlantic,Non-Payment,1119,1,1,1,T,Y,C
HO,11223,1294,30,DM,NY,6,0,0,Northeast,Middle_Atlantic,Other Company (Y),1979,1,1,1,T,Y,B
HO,10562,1295,65,DM_EM,NY,24,0,0,Northeast,Middle_Atlantic,No reason given (Y),1389,1,1,1,,,
HO,65803,1296,22,DM,MO,16,0,0,Midwest,West_North_Central,Non-Payment,442,1,1,1,T,Y,B
HO,80236,1297,59,DM,CO,20,0,0,West,Mountain,Non-Payment,1762,1,1,1,T,N,D
HO,75007,1298,62,DM,TX,10,0,0,South,West_South_Central,Other Company (Y),767,3,2,1,,,
HO,30286,1299,30,DM,GA,8,0,0,South,South_Atlantic,Non-Payment,2239,2,2,1,T,Y,C
HO,36262,1300,31,DM,AL,13,0,0,South,East_South_Central,Non-Payment,492,1,1,1,T,Y,D
HO,60633,1301,72,DM,IL,11,0,0,Midwest,East_North_Central,Others,996,1,1,1,T,N,C
HO,95051,1302,38,DM,CA,22,0,0,West,Pacific,Sold car/Inoperable/Not running (Y),348,2,1,1,T,N,B
HO,62932,1303,46,DM_EM,IL,20,0,0,Midwest,East_North_Central,Non-Payment,354,1,1,1,T,Y,C
HO,33827,1304,65,DM_EM,FL,7,0,0,South,South_Atlantic,Rate dissatisfaction (Y),4544,3,3,1,O,N,C
HO,38824,1305,24,DM_EM,MS,23,0,0,South,East_South_Central,Non-Payment,837,1,1,1,T,Y,D
HO,93635,1306,20,DM_EM,CA,7,0,0,West,Pacific,Non-Payment,664,1,1,1,R,Y,D
HO,3103,1307,46,DM_EM,NH,20,0,0,Northeast,New_England,Other Company (Y),491,1,1,1,T,Y,B
HO,60633,1308,63,DM,IL,8,0,0,Midwest,East_North_Central,Non-Payment,1722,3,2,1,O,N,B
HO,70122,1309,57,DM_EM,LA,20,0,0,South,West_South_Central,Others,652,1,1,1,O,Y,B
HO,57702,1310,,DM,SD,8,0,0,Midwest,West_North_Central,Other Company (Y),517,2,1,1,T,Y,B
HO,60540,1311,43,DM,IL,8,0,0,Midwest,East_North_Central,Other Company (Y),854,2,2,1,O,Y,C
HO,89081,1312,29,DM,NV,19,0,0,West,Mountain,Other Company (Y),1422,2,3,1,T,N,B
HO,62095,1313,39,DM,IL,7,0,0,Midwest,East_North_Central,Non-Payment,1313,2,1,1,T,Y,B
HO,33579,1314,75,DM,FL,8,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1818,3,3,1,O,Y,B
HO,46323,1315,23,DM,IN,16,0,0,Midwest,East_North_Central,Non-Payment,397,1,1,1,T,Y,D
HO,28366,1316,21,DM,NC,4,0,0,South,South_Atlantic,Non-Payment,,,,1,,,
HO,30291,1317,76,DM_EM,GA,12,0,0,South,South_Atlantic,Non-Payment,681,3,1,1,O,Y,B
HO,23838,1318,51,DM,VA,8,0,0,South,South_Atlantic,Non-Payment,894,1,3,1,O,N,D
HO,1201,1319,37,DM_EM,MA,7,0,0,Northeast,New_England,Non-Payment,1355,1,1,1,O,Y,D
HO,8034,1320,43,DM,NJ,6,0,0,Northeast,Middle_Atlantic,Other Company (Y),1979,2,2,1,T,N,B
HO,11050,1321,37,DM,NY,6,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1432,2,1,1,R,Y,B
HO,1420,1322,45,DM,MA,15,0,0,Northeast,New_England,Rate dissatisfaction (Y),1290,1,1,1,T,N,D
HO,78247,1323,67,DM,TX,6,0,0,South,West_South_Central,Others,1078,1,1,1,T,N,D
HO,63390,1324,48,DM_EM,MO,18,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),377,4,1,1,T,Y,B
HO,33186,1325,61,DM_EM,FL,20,0,0,South,South_Atlantic,Other Company (Y),1759,3,3,1,O,Y,B
HO,77354,1326,,DM_EM,TX,7,0,0,South,West_South_Central,No reason given (Y),2509,2,3,1,O,Y,B
HO,33716,1327,21,DM,FL,14,0,0,South,South_Atlantic,Rate dissatisfaction (Y),,,,1,T,N,C
HO,70601,1328,35,DM_EM,LA,20,0,0,South,West_South_Central,Non-Payment,818,1,1,1,T,Y,D
HO,77304,1329,,DM,TX,5,0,0,South,West_South_Central,Non-Payment,1102,1,1,1,O,Y,D
HO,33312,1330,33,DM,FL,14,0,0,South,South_Atlantic,Other Company (Y),650,1,1,1,T,Y,C
HO,23072,1331,53,DM,VA,23,0,0,South,South_Atlantic,Other Company (Y),1195,2,2,1,O,Y,C
HO,37013,1332,26,DM,TN,19,0,0,South,East_South_Central,Rate dissatisfaction (Y),352,1,1,1,T,Y,C
HO,98584,1333,54,DM,WA,4,0,0,West,Pacific,Rate dissatisfaction (Y),,,,1,T,N,B
HO,79932,1334,,DM,TX,13,0,0,South,West_South_Central,Other Company (Y),754,3,2,1,T,Y,B
HO,11239,1335,51,DM_EM,NY,24,0,0,Northeast,Middle_Atlantic,Others,2794,1,1,1,T,Y,C
HO,13030,1336,33,DM,NY,10,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),814,2,1,1,T,Y,D
HO,61536,1337,53,DM,IL,16,0,0,Midwest,East_North_Central,Other Company (Y),2062,4,3,1,,,
HO,85746,1338,58,DM,AZ,22,0,0,West,Mountain,Other Company (Y),430,1,2,1,O,N,C
HO,96818,1339,39,DM_EM,HI,18,0,0,West,Pacific,Non-Payment,829,1,1,1,O,Y,B
HO,43968,1340,44,DM,OH,6,0,0,Midwest,East_North_Central,Non-Payment,258,2,1,1,T,Y,B
HO,78947,1341,41,DM,TX,22,0,0,South,West_South_Central,Non-Payment,1025,2,2,1,O,Y,B
HO,98112,1342,,DM_EM,WA,7,0,0,West,Pacific,Other Company (Y),740,1,1,1,O,Y,B
HO,32757,1343,41,DM,FL,23,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),882,1,1,1,O,N,C
HO,44067,1344,58,DM,OH,16,0,0,Midwest,East_North_Central,No reason given (Y),153,1,1,1,T,N,D
HO,14052,1345,,DM_EM,NY,24,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1172,2,2,1,O,Y,B
HO,95608,1346,21,DM,CA,6,0,0,West,Pacific,Non-Payment,888,1,1,1,T,Y,D
HO,18901,1347,31,DM,PA,12,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),665,1,1,1,T,Y,C
HO,77020,1348,36,DM,TX,24,0,0,South,West_South_Central,Non-Payment,2278,1,1,1,O,Y,D
HO,65793,1349,41,DM,MO,19,0,0,Midwest,West_North_Central,Non-Payment,950,2,1,1,T,Y,D
HO,6762,1350,,DM_EM,CT,24,0,0,Northeast,New_England,Other Company (Y),1342,2,1,1,,,
HO,29681,1351,25,DM,SC,16,0,0,South,South_Atlantic,Rate dissatisfaction (Y),464,2,1,1,O,N,B
HO,21502,1352,54,DM,MD,13,0,0,South,South_Atlantic,No reason given (Y),691,2,1,1,O,Y,B
HO,7109,1353,46,DM,NJ,19,0,0,Northeast,Middle_Atlantic,Non-Payment,1489,1,1,1,T,Y,D
HO,8817,1354,36,DM,NJ,16,0,0,Northeast,Middle_Atlantic,Non-Payment,997,1,1,1,T,Y,B
HO,77095,1355,37,DM,TX,6,0,0,South,West_South_Central,Other Company (Y),1352,2,2,1,T,Y,B
HO,34606,1356,44,DM,FL,23,0,0,South,South_Atlantic,Other Company (Y),2663,2,2,1,O,Y,B
HO,80304,1357,58,DM,CO,11,0,0,West,Mountain,Other Company (Y),544,1,1,1,T,Y,D
HO,91206,1358,33,DM,CA,14,0,0,West,Pacific,Rate dissatisfaction (Y),966,2,1,0,T,Y,B
HO,30093,1359,,DM,GA,19,0,0,South,South_Atlantic,Non-Payment,1320,1,1,1,T,N,C
HO,35404,1360,62,DM_EM,AL,7,0,0,South,East_South_Central,Non-Payment,648,2,1,1,O,Y,B
HO,37075,1361,57,DM_EM,TN,7,0,0,South,East_South_Central,Other Company (Y),575,2,1,1,O,Y,B
HO,60018,1362,30,DM,IL,22,0,0,Midwest,East_North_Central,Other Company (Y),745,1,1,1,T,Y,B
HO,77539,1363,37,DM,TX,6,0,0,South,West_South_Central,Non-Payment,478,2,1,1,T,Y,B
HO,33841,1364,59,DM,FL,13,0,0,South,South_Atlantic,Other Company (Y),1897,2,1,1,O,N,C
HO,11377,1365,,DM,NY,12,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),244,2,1,1,T,N,B
HO,11367,1366,31,DM_EM,NY,12,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1470,2,2,1,O,N,B
HO,44105,1367,57,DM_EM,OH,18,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),1453,2,1,1,O,N,C
HO,85301,1368,28,DM,AZ,8,0,0,West,Mountain,Non-Payment,1398,1,1,1,T,Y,C
HO,75644,1369,33,DM,TX,6,0,0,South,West_South_Central,Rate dissatisfaction (Y),761,2,2,1,T,Y,B
HO,37160,1370,46,DM_EM,TN,18,0,0,South,East_South_Central,Other Company (Y),2907,3,4,1,O,N,B
HO,76210,1371,,DM,TX,4,0,0,South,West_South_Central,Other Company (Y),2551,3,3,1,T,N,C
HO,11235,1372,54,DM,NY,22,0,0,Northeast,Middle_Atlantic,Non-Payment,851,1,1,1,T,Y,B
HO,75110,1373,36,DM,TX,14,0,0,South,West_South_Central,Other Company (Y),537,1,1,1,T,N,C
HO,98092,1374,31,DM,WA,8,0,0,West,Pacific,Other Company (Y),668,2,1,1,O,Y,B
HO,30087,1375,,DM,GA,22,0,0,South,South_Atlantic,Others,917,1,1,0,T,Y,B
HO,4619,1376,38,DM,ME,19,0,0,Northeast,New_England,Non-Payment,949,1,2,1,T,Y,D
HO,1852,1377,25,DM_EM,MA,14,0,0,Northeast,New_England,Others,1269,1,1,1,T,N,D
HO,77064,1378,,DM,TX,24,0,0,South,West_South_Central,Non-Payment,1396,2,1,1,,Y,D
HO,75855,1379,48,DM,TX,8,0,0,South,West_South_Central,Non-Payment,1709,1,2,1,T,Y,C
HO,89129,1380,21,DM_EM,NV,18,0,0,West,Mountain,Other Company (Y),3886,1,1,1,T,N,C
HO,78015,1381,29,DM,TX,22,0,0,South,West_South_Central,Other Company (Y),1477,2,3,1,O,Y,B
HO,30316,1382,37,DM,GA,22,0,0,South,South_Atlantic,Non-Payment,,,,1,T,Y,B
HO,31605,1383,40,DM,GA,21,0,0,South,South_Atlantic,Non-Payment,1566,2,2,0,T,Y,C
HO,16648,1384,28,DM,PA,19,0,0,Northeast,Middle_Atlantic,Other Company (Y),676,2,2,1,T,Y,B
HO,37075,1385,36,DM,TN,5,0,0,South,East_South_Central,Others,754,2,2,1,O,Y,C
HO,78660,1386,,DM,TX,6,0,0,South,West_South_Central,Rate dissatisfaction (Y),1024,2,3,1,O,Y,B
HO,10538,1387,44,DM_EM,NY,11,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1177,4,2,1,O,Y,B
HO,32909,1388,62,DM,FL,21,0,0,South,South_Atlantic,Non-Payment,859,1,1,1,T,N,D
HO,29486,1389,36,DM,SC,15,0,0,South,South_Atlantic,Non-Payment,2525,1,3,1,T,Y,B
HO,8046,1390,73,DM,NJ,6,0,0,Northeast,Middle_Atlantic,Non-Payment,524,2,1,1,O,N,B
HO,32209,1391,64,DM,FL,12,0,0,South,South_Atlantic,Others,657,1,1,1,,,
HO,33713,1392,,DM,FL,6,0,0,South,South_Atlantic,Non-Payment,1716,1,1,1,T,N,C
HO,60540,1393,,DM_EM,IL,7,0,0,Midwest,East_North_Central,Other Company (Y),,,,1,R,Y,C
HO,21061,1394,24,DM,MD,4,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),1552,1,1,1,T,N,D
HO,7083,1395,47,DM,NJ,20,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1593,1,1,1,T,Y,C
HO,1915,1396,24,DM,MA,4,0,0,Northeast,New_England,Other Company (Y),961,1,1,1,T,N,C
HO,63552,1397,46,DM,MO,7,0,0,Midwest,West_North_Central,Non-Payment,1106,3,2,1,O,Y,B
HO,33067,1398,53,DM,FL,21,0,0,South,South_Atlantic,Non-Payment,1181,2,2,1,T,Y,C
HO,23229,1399,47,DM,VA,16,0,0,South,South_Atlantic,Other Company (Y),365,2,1,1,O,N,B
HO,28546,1400,33,DM,NC,18,0,0,South,South_Atlantic,Other Company (Y),1281,2,2,1,,,
HO,8837,1401,48,DM,NJ,6,0,0,Northeast,Middle_Atlantic,Other Company (Y),3433,2,2,1,T,N,C
HO,77021,1402,32,DM,TX,8,0,0,South,West_South_Central,Non-Payment,959,1,1,1,,,
HO,24501,1403,60,DM,VA,5,0,0,South,South_Atlantic,Non-Payment,435,1,1,1,T,Y,C
HO,46142,1404,,DM,IN,4,0,0,Midwest,East_North_Central,Other Company (Y),296,2,1,1,O,Y,B
HO,11234,1405,62,DM,NY,6,0,0,Northeast,Middle_Atlantic,Other Company (Y),1319,1,1,1,O,Y,C
HO,63033,1406,33,DM,MO,17,0,0,Midwest,West_North_Central,Non-Payment,1806,3,3,1,T,N,B
HO,60657,1407,,DM,IL,6,0,0,Midwest,East_North_Central,Other Company (Y),664,2,2,1,O,Y,B
HO,77365,1408,37,DM,TX,9,0,0,South,West_South_Central,Other Company (Y),1217,3,2,1,T,Y,B
HO,71603,1409,35,DM,AR,5,0,0,South,West_South_Central,Other Company (Y),1183,1,1,1,T,Y,D
HO,80917,1410,63,DM,CO,14,0,0,West,Mountain,Non-Payment,1451,1,1,1,T,Y,D
HO,19403,1411,,DM,PA,5,0,0,Northeast,Middle_Atlantic,Non-Payment,883,1,1,1,O,Y,D
HO,30548,1412,31,DM_EM,GA,7,0,0,South,South_Atlantic,Other Company (Y),959,2,2,1,O,Y,B
HO,75080,1413,,DM_EM,TX,18,0,0,South,West_South_Central,Other Company (Y),2142,1,1,1,T,N,C
HO,34251,1414,62,DM_EM,FL,23,0,0,South,South_Atlantic,Non-Payment,2404,4,3,1,O,Y,C
HO,44104,1415,71,DM_EM,OH,18,0,0,Midwest,East_North_Central,Non-Payment,413,1,1,1,O,Y,B
HO,44883,1416,51,DM,OH,5,0,0,Midwest,East_North_Central,Other Company (Y),474,2,1,1,O,Y,C
HO,84123,1417,,DM,UT,5,0,0,West,Mountain,Other Company (Y),1151,2,2,1,T,Y,C
HO,22911,1418,80,DM,VA,18,0,0,South,South_Atlantic,Rate dissatisfaction (Y),603,1,1,1,T,N,C
HO,54817,1419,45,DM_EM,WI,12,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),1492,3,3,1,O,Y,B
HO,35215,1420,,DM_EM,AL,23,0,0,South,East_South_Central,Non-Payment,4372,2,3,1,T,N,C
HO,74063,1421,27,DM_EM,OK,24,0,0,South,West_South_Central,Non-Payment,1041,2,1,1,T,N,C
HO,27537,1422,26,DM,NC,12,0,0,South,South_Atlantic,Rate dissatisfaction (Y),3367,4,3,0,T,N,B
HO,11554,1423,47,DM,NY,11,0,0,Northeast,Middle_Atlantic,Other Company (Y),2502,1,1,1,O,Y,C
HO,85202,1424,65,DM,AZ,18,0,0,West,Mountain,Rate dissatisfaction (Y),447,1,1,1,T,N,D
HO,30035,1425,,DM,GA,10,0,0,South,South_Atlantic,Rate dissatisfaction (Y),2426,1,1,1,T,N,C
HO,75638,1426,57,DM,TX,13,0,0,South,West_South_Central,Other Company (Y),452,3,1,1,T,N,B
HO,77382,1427,41,DM_EM,TX,24,0,0,South,West_South_Central,Other Company (Y),2953,3,2,1,T,N,C
HO,10701,1428,38,DM_EM,NY,12,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),1857,2,1,1,O,N,C
HO,10458,1429,28,DM_EM,NY,12,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),1645,2,1,1,T,N,C
HO,36321,1430,37,DM,AL,19,0,0,South,East_South_Central,Non-Payment,693,2,1,1,T,Y,B
HO,95824,1431,44,DM,CA,9,0,0,West,Pacific,Other Company (Y),2927,4,4,1,O,N,B
HO,78245,1432,,DM,TX,10,0,0,South,West_South_Central,Rate dissatisfaction (Y),387,2,1,1,O,N,B
HO,32746,1433,,DM,FL,23,0,0,South,South_Atlantic,Non-Payment,1188,3,2,1,T,Y,B
HO,1040,1434,48,DM,MA,14,0,0,Northeast,New_England,Non-Payment,1137,2,2,1,O,Y,C
HO,38002,1435,59,DM_EM,TN,11,0,0,South,East_South_Central,Other Company (Y),577,2,2,1,O,N,B
HO,32822,1436,33,DM,FL,22,0,0,South,South_Atlantic,Rate dissatisfaction (Y),940,2,1,1,T,Y,C
HO,45244,1437,40,DM,OH,14,0,0,Midwest,East_North_Central,Other Company (Y),609,2,2,1,O,N,B
HO,93711,1438,,DM,CA,13,0,0,West,Pacific,Rate dissatisfaction (Y),1111,1,1,1,T,Y,B
HO,95688,1439,28,DM,CA,20,0,0,West,Pacific,Non-Payment,965,1,1,1,T,Y,B
HO,32927,1440,30,DM_EM,FL,7,0,0,South,South_Atlantic,Other Company (Y),1558,2,1,1,O,Y,C
HO,34711,1441,37,DM,FL,12,0,0,South,South_Atlantic,Non-Payment,1418,2,2,1,T,Y,C
HO,28054,1442,27,DM_EM,NC,18,0,0,South,South_Atlantic,Other Company (Y),458,1,1,0,T,Y,B
HO,62450,1443,78,DM_EM,IL,24,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),909,2,3,1,O,N,C
HO,31210,1444,22,DM_EM,GA,14,0,0,South,South_Atlantic,Non-Payment,986,1,1,1,T,Y,C
HO,89156,1445,37,DM,NV,5,0,0,West,Mountain,Non-Payment,2982,1,1,1,T,N,D
HO,30815,1446,,DM,GA,10,0,0,South,South_Atlantic,Non-Payment,2142,1,1,1,O,Y,C
HO,15145,1447,69,DM,PA,5,0,0,Northeast,Middle_Atlantic,Non-Payment,800,1,1,1,T,Y,D
